,content,content_stemmed,id,type,new,table_id,json,label_added,prediction,confidence
874,Festvergütung Nebenleistungen SUMME Einjährige variable Vergütung Mehrjährige variable Vergütung - Tantieme 2018 - 2020 SUMME Versorgungsaufwand GESAMTVERGÜTUNG,festvergut nebenleist summ einjahr variabl vergut mehrjahr variabl vergut tantiem summ versorgungsaufwand gesamtvergt,803.json_table_20,,"['803', 'json_table_20']",json_table_20,803,,not relevant,0.7395476190476189
875,Summe Segmentergebnisse (EBITDA) Abschreibungen Betriebsergebnis Finanzergebnis ERGEBNIS VOR ERTRAGSTEUERN,summ segmentergebnis ebitda abschreib betriebsergebnis finanzergebnis ergebnis vor ertragsteu,691.json_table_51,,"['691', 'json_table_51']",json_table_51,691,,not relevant,0.7395476190476189
876,Festvergütung Nebenleistungen SUMME Einjährige variable Vergütung Mehrjährige variable Vergütung - Tantieme 2018 - 2020 SUMME Versorgungsaufwand GESAMTVERGÜTUNG,festvergut nebenleist summ einjahr variabl vergut mehrjahr variabl vergut tantiem summ versorgungsaufwand gesamtvergt,803.json_table_18,,"['803', 'json_table_18']",json_table_18,803,,not relevant,0.7395476190476189
877,Festvergütung Nebenleistungen SUMME Einjährige variable Vergütung Mehrjährige variable Vergütung - Tantieme 2015 - 2017 - Tantieme 2018 - 2020 SAR Programm H2012 SAR Programm M2014 SUMME Versorgungsaufwand GESAMTVERGÜTUNG,festvergut nebenleist summ einjahr variabl vergut mehrjahr variabl vergut tantiem tantiem sar programm sar programm summ versorgungsaufwand gesamtvergt,803.json_table_24,,"['803', 'json_table_24']",json_table_24,803,,not relevant,0.7395476190476189
878,Konto Inv.-Nr. 50 50/000001 Summe 90 90/000001 Summe Gesamtsumme,konto invnr summ summ gesamtsumm,791.json_table_3,,"['791', 'json_table_3']",json_table_3,791,,not relevant,0.7395476190476189
879,"Gewährte Zuwendungen
(in TEUR) Festvergütung Nebenleistungen SUMME Einjährige variable Vergütung Mehrjährige variable Vergütung - Tantieme 2015 - 2017 - Tantieme 2018 - 2020 SUMME Versorgungsaufwand GESAMTVERGÜTUNG",gewahrt zuwendungenin teur festvergut nebenleist summ einjahr variabl vergut mehrjahr variabl vergut tantiem tantiem summ versorgungsaufwand gesamtvergt,691.json_table_17,,"['691', 'json_table_17']",json_table_17,691,,not relevant,0.7395476190476189
880,Summe Segmentergebnisse (EBITDA) Abschreibungen Betriebsergebnis Finanzergebnis ERGEBNIS VOR ERTRAGSTEUERN,summ segmentergebnis ebitda abschreib betriebsergebnis finanzergebnis ergebnis vor ertragsteu,900.json_table_37,,"['900', 'json_table_37']",json_table_37,900,,not relevant,0.7395476190476189
881,Zuflüsse (in TEUR) Festvergütung Nebenleistungen Summe Einjährige variable Vergütung Mehrjährige variable Vergütung - Tantieme 2015 - 2017 - Tantieme 2018 - 2020 SAR Programm H2012 SAR Programm M2014 SUMME Versorgungsaufwand GESAMTVERGÜTUNG,zufluss teur festvergut nebenleist summ einjahr variabl vergut mehrjahr variabl vergut tantiem tantiem sar programm sar programm summ versorgungsaufwand gesamtvergt,96.json_table_20,,"['96', 'json_table_20']",json_table_20,96,,not relevant,0.7395476190476189
882,"Zuflüsse
(in TEUR) Festvergütung Nebenleistungen SUMME Einjährige variable Vergütung Mehrjährige variable Vergütung - Tantieme 2015 - 2017 - Tantieme 2018 - 2020 - Bleibeprämie - Change of Control SAR Programm A2011 SAR Programm F2012 SAR Programm H2012 SAR Programm M2014 SUMME Versorgungsaufwand GESAMTVERGÜTUNG",zuflussein teur festvergut nebenleist summ einjahr variabl vergut mehrjahr variabl vergut tantiem tantiem bleibeprami chang control sar programm sar programm sar programm sar programm summ versorgungsaufwand gesamtvergt,691.json_table_19,,"['691', 'json_table_19']",json_table_19,691,,not relevant,0.7395476190476189
883,"Passiva A. Eigenkapital B. Rückstellungen C. Verbindlichkeiten davon Verbindlichkeiten gegenüber Gesellschaftern davon mit Restlaufzeit bis 1 Jahr Bilanzsumme, Summe Passiva",passiva eigenkapital ruckstell verbind davon verbind gegenub gesellschaft davon mit restlaufzeit bis jahr bilanzsumm summ passiva,485.json_table_2,,"['485', 'json_table_2']",json_table_2,485,,Passiva,0.74
884,"Passiva A. Eigenkapital B. Rückstellungen C. Verbindlichkeiten davon Verbindlichkeiten gegenüber Gesellschaftern davon mit Restlaufzeit bis 1 Jahr Bilanzsumme, Summe Passiva",passiva eigenkapital ruckstell verbind davon verbind gegenub gesellschaft davon mit restlaufzeit bis jahr bilanzsumm summ passiva,203.json_table_2,,"['203', 'json_table_2']",json_table_2,203,,Passiva,0.74
885,"Passiva A. Eigenkapital B. Rückstellungen C. Verbindlichkeiten davon Verbindlichkeiten gegenüber Gesellschaftern davon mit Restlaufzeit bis 1 Jahr Bilanzsumme, Summe Passiva",passiva eigenkapital ruckstell verbind davon verbind gegenub gesellschaft davon mit restlaufzeit bis jahr bilanzsumm summ passiva,138.json_table_2,,"['138', 'json_table_2']",json_table_2,138,,Passiva,0.74
886,"Aktiva A. Umlaufvermögen Bilanzsumme, Summe Aktiva",aktiva umlaufvermog bilanzsumm summ aktiva,584.json_table_1,,"['584', 'json_table_1']",json_table_1,584,,Aktiva,0.74
887,"Art der Verbindlichkeiten Gegenüber Kreditinstituten (Vorjahr) Erhaltene Anzahlungen (Vorjahr) Aus Lieferungen und Leistungen (Vorjahr) Gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht (Vorjahr) Sonstige (Vorjahr) Insgesamt (Vorjahr)",art der verbind gegenub kreditinstitut vorjahr erhalt anzahl vorjahr aus liefer und leistung vorjahr gegenub unternehm mit den ein beteiligungsverhaltnis besteht vorjahr sonstig vorjahr insgesamt vorjahr,748.json_table_2,,"['748', 'json_table_2']",json_table_2,748,,Verbindlichkeiten,0.74
888,"Passiva A. Eigenkapital B. Rückstellungen C. Verbindlichkeiten davon Verbindlichkeiten gegenüber Gesellschaftern davon mit Restlaufzeit bis 1 Jahr Bilanzsumme, Summe Passiva",passiva eigenkapital ruckstell verbind davon verbind gegenub gesellschaft davon mit restlaufzeit bis jahr bilanzsumm summ passiva,156.json_table_2,,"['156', 'json_table_2']",json_table_2,156,,Passiva,0.74
889,"Passiva A. Eigenkapital B. Rückstellungen C. Verbindlichkeiten davon Verbindlichkeiten gegenüber Gesellschaftern davon mit Restlaufzeit bis 1 Jahr Bilanzsumme, Summe Passiva",passiva eigenkapital ruckstell verbind davon verbind gegenub gesellschaft davon mit restlaufzeit bis jahr bilanzsumm summ passiva,584.json_table_2,,"['584', 'json_table_2']",json_table_2,584,,Passiva,0.74
890,"Passiva A. Eigenkapital B. Rückstellungen C. Verbindlichkeiten davon Verbindlichkeiten gegenüber Gesellschaftern davon mit Restlaufzeit bis 1 Jahr Bilanzsumme, Summe Passiva",passiva eigenkapital ruckstell verbind davon verbind gegenub gesellschaft davon mit restlaufzeit bis jahr bilanzsumm summ passiva,224.json_table_2,,"['224', 'json_table_2']",json_table_2,224,,Passiva,0.74
891,"Passiva A. Eigenkapital B. Rückstellungen C. Verbindlichkeiten davon Verbindlichkeiten gegenüber Gesellschaftern davon mit Restlaufzeit bis 1 Jahr Bilanzsumme, Summe Passiva",passiva eigenkapital ruckstell verbind davon verbind gegenub gesellschaft davon mit restlaufzeit bis jahr bilanzsumm summ passiva,8.json_table_2,,"['8', 'json_table_2']",json_table_2,8,,Passiva,0.74
892,"Aktiva A. Anlagevermögen I. Sachanlagen 1. andere Anlagen, Betriebs- und Geschäftsausstattung B. Umlaufvermögen I. Vorräte 1. Fertige Erzeugnisse und Waren 2. geleistete Anzahlungen II. Forderungen und sonstige Vermögensgegenstände 1. sonstige Vermögensgegenstände a. Umsatzsteuerforderungen b. Körperschaftsteuerüberzahlungen c. Übrige sonstige Vermögensgegenstände / nicht zuordenbare sonstige Vermögensgegenstände III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks 1. Kasse 2. Guthaben bei Kreditinstituten Summe Aktiva",aktiva anlagevermog sachanlag and anlag betrieb und geschaftsausstatt umlaufvermog vorrat fertig erzeugnis und war geleistet anzahl forder und sonstig vermogensgegenstand sonstig vermogensgegenstand umsatzsteuerforder korperschaftsteueruberzahl brig sonstig vermogensgegenstand nicht zuordenbar sonstig vermogensgegenstand iii kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck kass guthab bei kreditinstitut summ aktiva,673.json_table_1,,"['673', 'json_table_1']",json_table_1,673,,Aktiva,0.74
893,"Veränderung der sonstigen betrieblichen Aufwendungen
in T€ Beratungskosten Forderungsverluste Frachtkosten Fremdpersonal Kfz-Kosten Kursverluste Management Fees Mietkosten incl. Lagermieten Provisionen Reisekosten sonstige Aufwendungen Telefon / Fax Werbung / Promotion / Messen gesamt",verander der sonstig betrieb aufwendungenin beratungskost forderungsverlust frachtkost fremdpersonal kfzkost kursverlust management fees mietkost incl lagermiet provision reisekost sonstig aufwend telefon fax werbung promotion mess gesamt,740.json_table_2,,"['740', 'json_table_2']",json_table_2,740,,Gewinn und Verlust Rechnung,0.74
894,"Aktiva A. Umlaufvermögen Bilanzsumme, Summe Aktiva",aktiva umlaufvermog bilanzsumm summ aktiva,877.json_table_1,,"['877', 'json_table_1']",json_table_1,877,,Aktiva,0.74
895,"Aktiva A. Umlaufvermögen Bilanzsumme, Summe Aktiva",aktiva umlaufvermog bilanzsumm summ aktiva,33.json_table_1,,"['33', 'json_table_1']",json_table_1,33,,Aktiva,0.74
896,"Aktiva A. Anlagevermögen I. Sachanlagen 1. andere Anlagen, Betriebs- und Geschäftsausstattung B. Umlaufvermögen I. Vorräte 1. Fertige Erzeugnisse und Waren 2. geleistete Anzahlungen II. Forderungen und sonstige Vermögensgegenstände 1. sonstige Vermögensgegenstände a. Umsatzsteuerforderungen b. Körperschaftsteuerüberzahlungen c. Übrige sonstige Vermögensgegenstände / nicht zuordenbare sonstige Vermögensgegenstände III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks 1. Kasse 2. Guthaben bei Kreditinstituten Summe Aktiva",aktiva anlagevermog sachanlag and anlag betrieb und geschaftsausstatt umlaufvermog vorrat fertig erzeugnis und war geleistet anzahl forder und sonstig vermogensgegenstand sonstig vermogensgegenstand umsatzsteuerforder korperschaftsteueruberzahl brig sonstig vermogensgegenstand nicht zuordenbar sonstig vermogensgegenstand iii kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck kass guthab bei kreditinstitut summ aktiva,251.json_table_1,,"['251', 'json_table_1']",json_table_1,251,,Aktiva,0.74
897,Finanzielle Vermögenswerte Zahlungsmittel und Zahlungsmitteläquivalente Forderungen aus Lieferungen und Leistungen Forderungen gegen nahestehende Unternehmen Sonstige kurzfristige finanzielle Vermögenswerte Sonstige langfristige finanzielle Vermögenswerte - Beteiligungen - Übrige Finanzielle Verbindlichkeiten Verbindlichkeiten aus Lieferungen und Leistungen Verbindlichkeiten gegenüber nahestehenden Unternehmen Sonstige finanzielle Verbindlichkeiten Davon aggregiert nach Bewertungskategorien: - Finanzielle Vermögenswerte zu fortgeführten Anschaffungskosten (At Amortized Cost) - Finanzielle Vermögenswerte zum Fair Value über das sonstige Ergebnis ohne nachträgliche Umklassifizierung in die Gewinn- und Verlustrechnung (At Fair Value through Other Comprehensive Income without Recycling to Profit and Loss) - Finanzielle Vermögenswerte zum Fair Value erfolgswirksam (At Fair Value through Profit or Loss) - Finanzielle Verbindlichkeiten zu fortgeführten Anschaffungskosten (At Amortized Cost) - Finanzielle Verbindlichkeiten zum Fair Value erfolgswirksam (At Fair Value through Profit or Loss),finanziell vermogenswert zahlungsmittel und zahlungsmittelaquivalent forder aus liefer und leistung forder geg nahesteh unternehm sonstig kurzfrist finanziell vermogenswert sonstig langfrist finanziell vermogenswert beteil brig finanziell verbind verbind aus liefer und leistung verbind gegenub nahesteh unternehm sonstig finanziell verbind davon aggregiert nach bewertungskategori finanziell vermogenswert fortgefuhrt anschaffungskost amortized cost finanziell vermogenswert zum fair valu uber das sonstig ergebnis ohn nachtrag umklassifizier die gewinn und verlustrechn fair valu through oth comprehensiv incom without recycling profit and loss finanziell vermogenswert zum fair valu erfolgswirksam fair valu through profit loss finanziell verbind fortgefuhrt anschaffungskost amortized cost finanziell verbind zum fair valu erfolgswirksam fair valu through profit loss,691.json_table_96,,"['691', 'json_table_96']",json_table_96,691,,Vermögenswerte,0.74
898,"Passiva A. Eigenkapital B. Rückstellungen C. Verbindlichkeiten davon Verbindlichkeiten gegenüber Gesellschaftern davon mit Restlaufzeit bis 1 Jahr Bilanzsumme, Summe Passiva",passiva eigenkapital ruckstell verbind davon verbind gegenub gesellschaft davon mit restlaufzeit bis jahr bilanzsumm summ passiva,621.json_table_2,,"['621', 'json_table_2']",json_table_2,621,,Passiva,0.74
899,"A. Umlaufvermögen I. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks B. Nicht durch Vermögenseinlagen gedeckter Verlustanteil Kommanditisten PASSIVA A. Rückstellungen 1. sonstige Rückstellungen B. Verbindlichkeiten 1. Verbindlichkeiten aus Lieferungen und Leistungen 2. Verbindlichkeiten gegenüber verbundenen Unternehmen 3. sonstige Verbindlichkeiten",umlaufvermog kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck nicht durch vermogenseinlag gedeckt verlustanteil kommanditist passiva ruckstell sonstig ruckstell verbind verbind aus liefer und leistung verbind gegenub verbund unternehm sonstig verbind,829.json_table_1,Bilanz,"['829', 'json_table_1']",json_table_1,829,2020-07-26 10:02:32.544846,Bilanz,0.74
900,"Aktiva A. Umlaufvermögen Bilanzsumme, Summe Aktiva",aktiva umlaufvermog bilanzsumm summ aktiva,203.json_table_1,,"['203', 'json_table_1']",json_table_1,203,,Aktiva,0.74
901,"Passiva A. Eigenkapital B. Rückstellungen C. Verbindlichkeiten davon Verbindlichkeiten gegenüber Gesellschaftern davon mit Restlaufzeit bis 1 Jahr Bilanzsumme, Summe Passiva",passiva eigenkapital ruckstell verbind davon verbind gegenub gesellschaft davon mit restlaufzeit bis jahr bilanzsumm summ passiva,934.json_table_2,,"['934', 'json_table_2']",json_table_2,934,,Passiva,0.74
902,"A. EIGENKAPITAL I. Gezeichnetes Kapital II. Kapitalrücklage III. Gewinnvortrag IV. Jahresüberschuss B. RÜCKSTELLUNGEN 1. Rückstellungen für Pensionen und ähnliche Verpflichtungen 2. Steuerrückstellungen 3. Sonstige Rückstellungen C. VERBINDLICHKEITEN 1. Erhaltene Anzahlungen auf Bestellungen 2. Verbindlichkeiten aus Lieferungen und Leistungen 3. Verbindlichkeiten gegenüber Gesellschafterin 4. Verbindlichkeiten gegenüber verbundenen Unternehmen 5. Sonstige Verbindlichkeiten davon aus Steuern: EUR 145.089,20 (Vorjahr: EUR 158.085,20) D. RECHNUNGSABGRENZUNGSPOSTEN",eigenkapital gezeichnet kapital kapitalrucklag iii gewinnvortrag jahresuberschuss rckstellung ruckstell fur pension und ahnlich verpflicht steuerruckstell sonstig ruckstell verbind erhalt anzahl auf bestell verbind aus liefer und leistung verbind gegenub gesellschafterin verbind gegenub verbund unternehm sonstig verbind davon aus steu eur vorjahr eur rechnungsabgrenzungspost,558.json_table_2,Passiva,"['558', 'json_table_2']",json_table_2,558,2020-07-25 17:23:27.400785,Passiva,0.74
903,"Aktiva A. Umlaufvermögen Bilanzsumme, Summe Aktiva",aktiva umlaufvermog bilanzsumm summ aktiva,464.json_table_1,,"['464', 'json_table_1']",json_table_1,464,,Aktiva,0.74
904,"Aktiva A. Umlaufvermögen Bilanzsumme, Summe Aktiva",aktiva umlaufvermog bilanzsumm summ aktiva,621.json_table_1,,"['621', 'json_table_1']",json_table_1,621,,Aktiva,0.74
905,"Passiva A. Eigenkapital B. Rückstellungen C. Verbindlichkeiten davon Verbindlichkeiten gegenüber Gesellschaftern davon mit Restlaufzeit bis 1 Jahr Bilanzsumme, Summe Passiva",passiva eigenkapital ruckstell verbind davon verbind gegenub gesellschaft davon mit restlaufzeit bis jahr bilanzsumm summ passiva,99.json_table_2,,"['99', 'json_table_2']",json_table_2,99,,Passiva,0.74
906,"Aktiva A. Umlaufvermögen Bilanzsumme, Summe Aktiva",aktiva umlaufvermog bilanzsumm summ aktiva,8.json_table_1,,"['8', 'json_table_1']",json_table_1,8,,Aktiva,0.74
907,"1. Betriebsergebnis a) Rohergebnis Gesamtleistung Umsatzerlöse in Umsatzerlöse enthaltener Bruttowert steuerfreie Umsätze nach § 4 Nr. 1a UStG (Ausfuhr Drittland) steuerfreie EG-Lieferungen § 4 Nr. 1b UStG (Innergemeinschaftliche Lieferungen) Umsatzerlöse Regelsteuersatz Umsatzerlöse ohne Zuordnung nach Umsatzsteuertatbeständen Materialaufwand Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren Aufwendungen für Roh- Hilfs- und Betriebsstoffe Aufwendungen ohne Zuordnung nach Umsatzsteuertatbeständen Aufwendungen für bezogene Waren Bestandsveränderungen Anschaffungsnebenkosten Aufwendungen für bezogene Leistungen Leistungen nach § 13b UStG mit Vorsteuerabzug Übrige Leistungen ohne Zuordnung nach Umsatzsteuertatbeständen b) Personalaufwand Löhne und Gehälter Vergütungen an Gesellschafter-Geschäftsführer Sachbezüge freiwillige Zuwendungen übrige Löhne und Gehälter soziale Abgaben und Aufwendungen für Altersversorgung und für Unterstützung soziale Abgaben c) Abschreibungen Abschreibungen auf immaterielle Vermögensgegenstände des Anlagevermögens und Sachanlagen auf Sachanlagen d) sonstige betriebliche Aufwendungen Miet- und Pachtaufwendungen für unbewegliche Wirtschaftsgüter Übrige / nicht zuordenbare Miete und Pacht für unbewegliche Wirtschaftsgüter Aufwendungen für Energie Miet- und Pachtaufwendungen für bewegliche Wirtschaftsgüter Übrige / nicht zuordenbare Miete und Pacht für bewegliche Wirtschaftsgüter Versicherungsprämien, Gebühren und Beiträge Aufwendungen für den Fuhrpark Werbeaufwand Provisionen Aufwendungen für Kommunikation Rechts- und Beratungskosten Fortbildungskosten andere ordentliche / nicht zuordenbare sonstige betriebliche Aufwendungen andere sonstige betriebliche Aufwendungen 2. Finanz- und Beteiligungsergebnis a) Zinsen und ähnliche Aufwendungen Zinsen 3. Steuern vom Einkommen und vom Ertrag a) Körperschaftsteuer b) Solidaritätszuschlag c) Gewerbesteuer 4. Ergebnis nach Steuern 5. sonstige Steuern Jahresüberschuss",betriebsergebnis rohergebnis gesamtleist umsatzerlos umsatzerlos enthalt bruttowert steuerfrei umsatz nach ustg ausfuhr drittland steuerfrei egliefer ustg innergemeinschaft liefer umsatzerlos regelsteuersatz umsatzerlos ohn zuordnung nach umsatzsteuertatbestand materialaufwand aufwend fur roh hilf und betriebsstoff und fur bezog war aufwend fur roh hilf und betriebsstoff aufwend ohn zuordnung nach umsatzsteuertatbestand aufwend fur bezog war bestandsverander anschaffungsnebenkost aufwend fur bezog leistung leistung nach ustg mit vorsteuerabzug brig leistung ohn zuordnung nach umsatzsteuertatbestand personalaufwand lohn und gehalt vergut gesellschaftergeschaftsfuhr sachbezug freiwill zuwend ubrig lohn und gehalt sozial abgab und aufwend fur altersversorg und fur unterstutz sozial abgab abschreib abschreib auf immateriell vermogensgegenstand des anlagevermog und sachanlag auf sachanlag sonstig betrieb aufwend miet und pachtaufwend fur unbeweg wirtschaftsgut brig nicht zuordenbar miet und pacht fur unbeweg wirtschaftsgut aufwend fur energi miet und pachtaufwend fur beweg wirtschaftsgut brig nicht zuordenbar miet und pacht fur beweg wirtschaftsgut versicherungsprami gebuhr und beitrag aufwend fur den fuhrpark werbeaufwand provision aufwend fur kommunikation recht und beratungskost fortbildungskost and ordent nicht zuordenbar sonstig betrieb aufwend and sonstig betrieb aufwend finanz und beteiligungsergebnis zins und ahnlich aufwend zins steu vom einkomm und vom ertrag korperschaftsteu solidaritatszuschlag gewerbesteu ergebnis nach steu sonstig steu jahresuberschuss,251.json_table_3,,"['251', 'json_table_3']",json_table_3,251,,Gewinn und Verlust Rechnung,0.74
